id,new_title,new_slug,new_category,old_hero_image_url
02c54051-fef9-4342-8266-b64cdfc2a7a9,Understanding School Refusal and Avoidance in Children,understanding-school-refusal-and-avoidance-in-children,Children & Adolescents,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT06-054.jpeg
02c65c22-397c-4960-bd9e-d8190c5cb56b,Stonewalling and Emotional Shutdown During Relationship Conflict,stonewalling-and-emotional-shutdown-during-relationship-conflict,Relationships & Social Health,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT03-034.jpeg
02fdef1e-3834-46c2-b0ee-e6ecb316cc73,Worry Time The CBT Strategy That Shrinks Chronic Anxious Thinking,worry-time-the-cbt-strategy-that-shrinks-chronic-anxious-thinking,"Anxiety, Stress & Overwhelm",https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT02-066.jpeg
031623e6-f613-4693-8752-da8ddbcfabf3,How Economic Uncertainty Affects Mental Health and the Brain,how-economic-uncertainty-affects-mental-health-and-the-brain,"Anxiety, Stress & Overwhelm",https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT05-059.jpeg
0328703f-d38a-4303-98a2-6d2e0e01b41d,Imposter Syndrome and Why Successful People Feel Like Frauds,imposter-syndrome-and-why-successful-people-feel-like-frauds,Self-Esteem & Identity,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT04-021.jpeg
036bd93d-ec0d-4b84-8207-d2efdb988fe8,How Seasons Affect Mood Even Without Seasonal Affective Disorder,how-seasons-affect-mood-even-without-seasonal-affective-disorder,Sleep & Circadian Health,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT07-044.jpeg
0400cd59-5a26-424f-aa5d-21a512485e03,Mental Health in Later Life What Changes and What Stays Stable,mental-health-in-later-life-what-changes-and-what-stays-stable,Life Transitions & Crises,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT17-001.jpeg
04031e38-c6e4-43b8-9b80-7bd9ebafc686,Recovery from Anxiety Is Not Linear What to Expect on the Path,recovery-from-anxiety-is-not-linear-what-to-expect-on-the-path,"Anxiety, Stress & Overwhelm",https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT02-090.jpeg
043a845d-54a2-4bd0-9040-8ea3c45c2ee1,Medical Trauma When Healthcare Experiences Leave Psychological Scars,medical-trauma-when-healthcare-experiences-leave-psychological-scars,Trauma & PTSD,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT20-035.jpeg
0456477f-2d5a-401b-ac53-ccea488085bc,How Stress Accumulates Understanding Allostatic Load,how-stress-accumulates-understanding-allostatic-load,"Anxiety, Stress & Overwhelm",https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT02-039.jpeg
049cb439-1fdd-4867-a014-9c7b26ce1e62,How I-Statements Transform Conflict Communication,how-i-statements-transform-conflict-communication,Relationships & Social Health,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT03-026.jpeg
04f554bf-27f2-4781-a59a-0076db0f6c42,Identity Formation and Development Across the Lifespan,identity-formation-and-development-across-the-lifespan,Self-Esteem & Identity,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT04-041.jpeg
05118f49-6cc3-482c-ad4a-a7f2412116b0,"Psychiatrist, Psychologist, or Therapist: Who Should See",psychiatrist-psychologist-therapist-who-to-see,Therapy & Treatment,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT14-036.jpeg
0544c0c7-fc8f-4bce-82f3-fe97ca82fd80,Loneliness in New Parents: The Isolation Nobody Talks About,loneliness-in-new-parents-the-isolation-nobody-talks-about,Life Transitions & Crises,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT15-014.jpeg
061bcc7c-a001-4de5-a691-c58af4dd8983,Disorganized Attachment and the Push-Pull Pattern in Relationships,disorganized-attachment-and-the-push-pull-pattern-in-relationships,Relationships & Social Health,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT03-004.jpeg
0625e547-2935-41a9-8650-64527db25790,Emotional Intelligence at Work: Managing Feelings in Professional Settings,emotional-intelligence-at-work-managing-feelings-in-professional-settings,Workplace & Academic,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT01-035.jpeg
07005c09-7c7d-4047-964e-f57b40feaf62,Why Women Experience Depression at Higher Rates Than Men,why-women-experience-depression-at-higher-rates-than-men,Depression & Mood,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT07-052.jpeg
07388c0b-1894-4087-a0e3-44b320eb4b58,Mental Health Before and After Surgery: What to Expect,mental-health-before-and-after-surgery-what-to-expect,Life Transitions & Crises,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT20-037.jpeg
075a6d54-7c74-4c7e-898a-a21463aa8ea8,Adapting Routines to Seasonal Changes in Light and Energy,adapting-routines-to-seasonal-changes-in-light-and-energy,Sleep & Circadian Health,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT08-030.jpeg
083ae671-b996-4ee7-aeff-793066a25379,The Model Minority Myth and Asian American Mental Health,the-model-minority-myth-and-asian-american-mental-health,Global & Cultural Mental Health,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT12-027.jpeg
0849c8dc-b2dc-4630-bb6c-5318cada4689,Self-Care for Caregivers: Preventing Burnout While Caring for Others,self-care-for-caregivers-preventing-burnout-while-caring-for-others,Life Transitions & Crises,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT06-070.jpeg
085b81e5-3049-4abf-993d-2bb6ac4d0083,Medication vs. Therapy: What the Research on Combined Treatment Shows,medication-vs-therapy-what-the-research-on-combined-treatment-shows,Therapy & Treatment,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT14-020.jpeg
08dd4bbb-c3f8-4ade-b31e-4826d08202b5,Reparenting Yourself: Meeting Unmet Childhood Needs as an Adult,reparenting-yourself-meeting-unmet-childhood-needs-as-an-adult,Self-Esteem & Identity,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT06-020.jpeg
0901f866-5e97-4f86-8d42-5d64841a7a34,Big T and Little t Trauma: Understanding the Full Spectrum,big-t-and-little-t-trauma-understanding-the-full-spectrum,Trauma & PTSD,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT11-002.jpeg
091526ec-bc27-4586-8fa2-8af5614da0b0,Pre-Commitment Devices and the Psychology of Sticking to Goals,pre-commitment-devices-and-the-psychology-of-sticking-to-goals,Therapy & Treatment,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT08-044.jpeg
09163ae6-6f5f-4147-bc36-904dce73beef,Breathwork for Trauma: Regulating a Dysregulated Nervous System,breathwork-for-trauma-regulating-a-dysregulated-nervous-system,Trauma & PTSD,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT11-035.jpeg
09696c1b-7038-48b6-8618-07023f9c0f95,Why Making Friends as an Adult Is So Hard,why-making-friends-as-an-adult-is-so-hard,Relationships & Social Health,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT03-052.jpeg
0a80e373-1ec9-465f-9702-522e71d37e1b,A Manager's Guide to Supporting Employee Mental Health,a-managers-guide-to-supporting-employee-mental-health,Workplace & Academic,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT05-072.jpeg
0ab04771-59b3-4414-a742-0d49f0df3722,Supporting a Partner with Anxiety Without Enabling It,supporting-a-partner-with-anxiety-without-enabling-it,Relationships & Social Health,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT02-079.jpeg
0acf97d1-9d2c-45c8-97d5-ee3e307539e6,"Long COVID and Mental Health: Depression, Anxiety, and Brain Fog",long-covid-and-mental-health-depression-anxiety-and-brain-fog,Depression & Mood,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT20-034.jpeg
0ade8536-aeb7-4bf5-ace3-462ab4303e80,Social Media and Loneliness: The Connection Paradox,social-media-and-loneliness-the-connection-paradox,Relationships & Social Health,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT10-006.jpeg
0b26ad73-14b6-4133-b8da-93a6f7911e44,Acculturation Stress: The Mental Health Toll of Cultural Adaptation,acculturation-stress-the-mental-health-toll-of-cultural-adaptation,Global & Cultural Mental Health,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT12-034.jpeg
0bb0771c-f1fe-4194-865e-8a9cbdeee654,How Chronic Stress Physically Damages the Body Over Time,how-chronic-stress-physically-damages-the-body-over-time,"Anxiety, Stress & Overwhelm",https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT02-036.jpeg
0bb720d5-8363-4649-ad5f-ecf88d558bc4,"ADHD in Adults: Symptoms, Diagnosis, and Treatment",adhd-in-adults-symptoms-diagnosis-and-treatment,Neurodevelopmental,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT13-041.jpeg
0bdd4a19-a37e-4970-9aab-33bd9636822c,Depression in Immigrants and Refugees: Causes and Cultural Barriers,depression-in-immigrants-and-refugees-causes-and-cultural-barriers,Global & Cultural Mental Health,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT07-060.jpeg
0cd7cbbf-846b-4bf0-b7df-dd0ce3186b2c,Supporting a Loved One After Psychiatric Hospitalization,supporting-a-loved-one-after-psychiatric-hospitalization,Therapy & Treatment,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT14-048.jpeg
0cf54b75-1239-4db0-9f71-f79bb08ad781,Overcoming Barriers to Socialization in Older Adults,overcoming-barriers-to-socialization-in-older-adults,Life Transitions & Crises,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT17-038.jpeg
0d54ff51-2f0b-4eaa-b49d-8ceb45f05f9c,Combat PTSD in Military Veterans and Coming Home,combat-ptsd-in-military-veterans-and-coming-home,Trauma & PTSD,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT11-019.jpeg
0e368442-9bab-4bb2-ad19-f5a62ae8f1f4,Why Social Anxiety Drives Avoidance of Eye Contact and Phone Calls,why-social-anxiety-drives-avoidance-of-eye-contact-and-phone-calls,"Anxiety, Stress & Overwhelm",https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT02-027.jpeg
0e6a3dcb-3252-4df9-a788-0961f69a6e78,What the Research Says About Nutrition and Depression,what-the-research-says-about-nutrition-and-depression,Depression & Mood,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT07-036.jpeg
0ef7a949-e0fb-4d1d-bc78-d906a6c0390f,Men's Support Groups and the Male Loneliness Epidemic,mens-support-groups-and-the-male-loneliness-epidemic,Relationships & Social Health,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT19-054.jpeg
0f20cded-ba31-400d-aa5d-f3aa31ab423d,The Anxiety of Being Constantly Rated and Reviewed Online,the-anxiety-of-being-constantly-rated-and-reviewed-online,"Anxiety, Stress & Overwhelm",https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT10-026.jpeg
0f28cdda-673c-4122-9837-fde471a00449,Rebuilding a Social Support Network in Later Life,rebuilding-a-social-support-network-in-later-life,Life Transitions & Crises,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT17-045.jpeg
0f448e38-35f2-4d64-be10-4a995c74b037,Self-Efficacy: How Believing in Yourself Shapes Achievement,self-efficacy-how-believing-in-yourself-shapes-achievement,Self-Esteem & Identity,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT04-052.jpeg
0f6c4a96-7074-4e58-9222-dd0673853c23,How Common Is Trauma? The Global Prevalence of Traumatic Experiences,how-common-is-trauma-global-prevalence-of-traumatic-experiences,Trauma & PTSD,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT11-010.jpeg
0fc1b7ab-7cba-4a0a-9e72-bdf4c4245550,How to Deepen Friendships from Acquaintance to Close Friend,how-to-deepen-friendships-from-acquaintance-to-close-friend,Relationships & Social Health,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT15-023.jpeg
0fe3f6bb-a697-4b10-bc58-7b86e385f25c,How to Give Feedback Without Triggering Defensiveness,how-to-give-feedback-without-triggering-defensiveness,Relationships & Social Health,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT03-028.jpeg
0feb7c3b-c7b0-4558-a8ac-c52505272217,Selective Mutism in Adults: When Anxiety Silences Speech,selective-mutism-in-adults-when-anxiety-silences-speech,"Anxiety, Stress & Overwhelm",https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT02-028.jpeg
1036c6ca-1bd4-4160-b906-69615b358408,Growing Up Between Two Worlds: Children of Immigrants and Mental Health,growing-up-between-two-worlds-children-of-immigrants-and-mental-health,Global & Cultural Mental Health,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT12-037.jpeg
108fce40-1f0f-4f33-8a2f-2aa432793600,Evening Wind-Down Routines That Prepare the Brain for Sleep,evening-wind-down-routines-that-prepare-the-brain-for-sleep,Sleep & Circadian Health,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT08-022.jpeg
10cdd63d-5d2a-4b09-a0f5-7b57dd2b6940,Emotion Regulation Strategies: An Evidence-Based Guide,emotion-regulation-strategies-an-evidence-based-guide,Therapy & Treatment,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT01-014.jpeg
10fb7663-eff1-480b-b368-4ccfd9558ec0,Loneliness in Children and Adolescents: Causes and How to Help,loneliness-in-children-and-adolescents-causes-and-how-to-help,Children & Adolescents,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT15-011.jpeg
1124b1e6-b442-4f5f-89c7-53f3891f49a5,What Sustainable Self-Care Actually Looks Like,what-sustainable-self-care-actually-looks-like,Self-Esteem & Identity,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT08-024.jpeg
11874834-fc3c-49f4-b434-dc9b4b299163,How Anxiety Affects Relationships and What to Do About It,how-anxiety-affects-relationships-and-what-to-do-about-it,"Anxiety, Stress & Overwhelm",https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT02-071.jpeg
11d394ba-3f43-475d-861c-8a7c9c516cdf,Acceptance and Commitment Therapy for Anxiety Explained,acceptance-and-commitment-therapy-for-anxiety-explained,Therapy & Treatment,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT02-083.jpeg
12390f65-b957-425f-8e8a-d30c44e5a7a5,Inflammatory Bowel Disease and Mental Health: The Gut-Brain Axis,inflammatory-bowel-disease-and-mental-health-the-gut-brain-axis,"Anxiety, Stress & Overwhelm",https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT20-031.jpeg
1269bafb-f3ed-4e92-8e1f-e1298b3c4d21,How to Support Someone with Depression Effectively,how-to-support-someone-with-depression-effectively,Depression & Mood,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT07-067.jpeg
126b7971-8d20-44d2-bec3-4c9cc0a00248,Complementary Approaches to Chronic Illness: What Helps and What Is Hype,complementary-approaches-to-chronic-illness-what-helps-and-what-is-hype,Therapy & Treatment,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT20-050.jpeg
12b5b432-349b-46eb-bc3d-7087910ba73e,Using the Lunch Break as a Recovery Opportunity at Work,using-the-lunch-break-as-a-recovery-opportunity-at-work,Workplace & Academic,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT05-026.jpeg
12cd40fd-0219-4d23-a717-f68c756e9d29,When Should a Child See a Therapist? Signs to Watch For,when-should-a-child-see-a-therapist-signs-to-watch-for,Children & Adolescents,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT06-059.jpeg
12e2f944-69ae-4b17-b656-89fc9e48c100,Burnout vs Fatigue: How to Tell the Difference,burnout-vs-fatigue-how-to-tell-the-difference,Workplace & Academic,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT02-042.jpeg
13131e84-8cf2-4fb1-955b-95561c2cfe4c,How Meaningful Work Protects Mental Health,how-meaningful-work-protects-mental-health,Workplace & Academic,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT05-008.jpeg
13353872-69a7-4e42-9278-692298f6bcd7,Why Eating Disorders in Men Go Undiagnosed,why-eating-disorders-in-men-go-undiagnosed,Eating & Body,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT19-042.jpeg
133635ba-d2ee-4950-926f-48d8de1e57c0,Supporting Someone Who Is Not Ready to Change,supporting-someone-who-is-not-ready-to-change,Relationships & Social Health,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT08-058.jpeg
1339226f-5f70-4b27-852a-5c79076ec909,Intrinsic vs Extrinsic Motivation: Why the Source Matters,intrinsic-vs-extrinsic-motivation-why-the-source-matters,Workplace & Academic,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT08-011.jpeg
1373b44a-e6e1-4013-9a79-8b4a90a29355,Why People Respond to Trauma So Differently,why-people-respond-to-trauma-so-differently,Trauma & PTSD,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT11-005.jpeg
143f4980-beac-42a2-89b6-fb8fe406cbb8,The Gut-Brain Connection and Its Effect on Mood,the-gut-brain-connection-and-its-effect-on-mood,"Anxiety, Stress & Overwhelm",https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT01-054.jpeg
14743c17-0457-42d1-a522-db2bdb9479ac,What the WHO Definition of Burnout Actually Means,what-the-who-definition-of-burnout-actually-means,Workplace & Academic,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT05-011.jpeg
14767050-b962-4f3b-94ca-512ca7489efa,Mental Health Crisis Among Asylum Seekers and Refugees,mental-health-crisis-among-asylum-seekers-and-refugees,Global & Cultural Mental Health,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT12-033.jpeg
14d0ecca-dab7-4ed9-afc6-476568378e2f,Why the Therapist-Client Bond Predicts Therapy Outcomes,why-the-therapist-client-bond-predicts-therapy-outcomes,Therapy & Treatment,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT14-030.jpeg
14e1e473-9e48-4c47-a78a-b1961ead62f5,How Cooking Programs Support Men's Mental Health,how-cooking-programs-support-mens-mental-health,Relationships & Social Health,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT19-060.jpeg
1543993a-85a9-457a-bbcc-c41ad673d86b,Emotional Contagion: How Other People's Moods Affect You,emotional-contagion-how-other-peoples-moods-affect-you,"Anxiety, Stress & Overwhelm",https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT01-037.jpeg
1573f905-ccd7-41f9-b2c4-830a4736ea1f,Recognizing and Treating Depression in Older Adults,recognizing-and-treating-depression-in-older-adults,Depression & Mood,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT17-006.jpeg
159c4b5b-cc18-4021-bb4c-f59e93360fed,Breaking the Cycle of Depression and Social Withdrawal,breaking-the-cycle-of-depression-and-social-withdrawal,Depression & Mood,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT07-037.jpeg
16347e1c-fa40-4878-8ef0-46961e8943ad,Parasocial Relationships: One-Sided Bonds with Celebrities,parasocial-relationships-one-sided-bonds-with-celebrities,Relationships & Social Health,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT10-028.jpeg
16f41d5e-0da1-49d7-8c87-88075dcae668,Why Men Avoid Mental Health Help and How to Change That,why-men-avoid-mental-health-help-and-how-to-change-that,Self-Esteem & Identity,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT12-013.jpeg
16f58cf9-8ca7-4b0e-8b46-2a656ce4f6c7,Emotional Eating and Using Food to Manage Feelings,emotional-eating-and-using-food-to-manage-feelings,Eating & Body,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT08-033.jpeg
17453f55-a356-41e7-868c-e66828ed8ce3,Barbershop Mental Health Outreach: Reaching Men Where They Are,barbershop-mental-health-outreach-reaching-men-where-they-are,Global & Cultural Mental Health,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT19-048.jpeg
17f039de-0c2f-4812-88f2-340286160c33,When Love Is Not Enough to Keep a Relationship Going,when-love-is-not-enough-to-keep-a-relationship-going,Relationships & Social Health,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT03-070.jpeg
18554706-3299-4fc4-9c99-0c97ba63af4f,How Nighttime Screen Use Disrupts Sleep,how-nighttime-screen-use-disrupts-sleep,Sleep & Circadian Health,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT10-016.jpeg
18e6b65c-5b25-4432-8f49-31a61d523db9,"Body Dysmorphic Disorder: Symptoms, Risks, and Treatment",body-dysmorphic-disorder-symptoms-risks-and-treatment,OCD & Related,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT13-033.jpeg
1913026d-3056-4585-9a1f-84359e7e93d0,Building Sustainable Productivity Habits Without Burning Out,building-sustainable-productivity-habits-without-burning-out,Workplace & Academic,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT05-040.jpeg
191dda15-09cf-4ea1-bcfb-dde6508b7018,"Crisis Services Explained: 988, Mobile Teams, and the ER",crisis-services-explained-988-mobile-teams-and-the-er,Therapy & Treatment,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT14-034.jpeg
