id,old_title,old_slug,old_category,action,new_title,new_slug,new_category,seo_description,duplicate_of
2837f8ca-31c4-422d-9cb5-3df30134d2a6,Mindful Compassion,mindfulness-based-cognitive-therapy-for-recurrent-medical-conditions,"Chronic Illness, Pain & Medical Psychology",RETITLE,Mindfulness-Based Cognitive Therapy for Recurrent Medical Conditions,mindfulness-based-cognitive-therapy-for-recurrent-medical-conditions,Therapy & Treatment,"Explore how MBCT helps people with recurring illness change their relationship to symptoms and fear, reducing distress without relying on cure alone.",
285d9538-d680-470c-823c-9b3e04fb31b2,When Motivation Disappears,exercise-addiction-when-movement-becomes-body-image-weapon,"Self-Worth, Confidence & Identity",RETITLE,Exercise Addiction: When Compulsive Movement Harms Body Image,exercise-addiction-when-compulsive-movement-harms-body-image,Eating & Body,"Understand the signs of exercise addiction, how compulsive movement differs from healthy exercise, and its links to body image anxiety and eating disorders.",
29fd595c-56b1-4724-8f62-f8260fe53225,AI and Human Connection,right-to-disconnect-boundaries-technology-human-need,"Digital Life, Social Media & Modern Stressors",RETITLE,The Right to Disconnect from Work Outside Office Hours,the-right-to-disconnect-from-work-outside-office-hours,Workplace & Academic,Explore the global movement for workers to go offline after hours and why constant digital connectivity to work harms mental health and burnout recovery.,
2a7ac0f4-e932-4213-a7da-87f897949127,Building the Reading Habit,shopping-addiction-buying-as-coping-mechanism,"Habits, Motivation & Behavior Change",RETITLE,Shopping Addiction: When Buying Becomes a Coping Mechanism,shopping-addiction-when-buying-becomes-a-coping-mechanism,Substance Use & Addiction,"Learn what compulsive buying disorder looks like, how it differs from normal shopping, and why emotional regulation drives out-of-control spending behavior.",
2aa53803-39d9-4e40-8da0-468af66d1fb7,Intrinsic vs Extrinsic Motivation,aging-body-image-navigating-physical-changes-self-compassion,"Self-Worth, Confidence & Identity",RETITLE,Aging and Body Image: Navigating Physical Changes with Self-Compassion,aging-and-body-image-navigating-physical-changes-with-self-compassion,Eating & Body,Explore how ageism shapes body dissatisfaction as people age and how to cultivate acceptance of the body's natural changes in a youth-obsessed culture.,
2acc7d11-612b-4747-8845-2045f306c226,Work-Life Balance,starting-new-job-hidden-anxiety-new-beginnings,"Work, Productivity & Burnout",RETITLE,Starting a New Job: Managing Anxiety and Adjustment,starting-a-new-job-managing-anxiety-and-adjustment,Workplace & Academic,"Understand the psychological challenges of starting a new job, from information overload and imposter feelings to identity shifts and social uncertainty.",
2acc81e1-29d5-484c-8816-8823a29df61f,Nutrition Habits,what-is-self-control-brain-manages-impulses,"Habits, Motivation & Behavior Change",RETITLE,What Is Self-Control and How the Brain Manages Impulses,what-is-self-control-and-how-the-brain-manages-impulses,Therapy & Treatment,"Discover the neuroscience behind self-control, including how the prefrontal cortex and limbic system compete to determine whether impulses or goals win.",
2b2b55f3-0278-4be3-a25e-2384a6e4aa9e,Behavior Change and Identity,implementation-intentions-if-then-strategy-sticking-to-plans,"Habits, Motivation & Behavior Change",RETITLE,Implementation Intentions: The If-Then Strategy for Sticking to Plans,implementation-intentions-the-if-then-strategy-for-sticking-to-plans,Therapy & Treatment,Learn how pre-planning specific if-then responses to situational cues doubles goal achievement by automating behavior and removing reliance on willpower.,
2b7c44e7-9d95-4816-b5c7-7a8f6e962db7,Parasocial Relationships,mental-health-impact-constant-pandemic-news,"Digital Life, Social Media & Modern Stressors",RETITLE,How Constant Pandemic News Coverage Damaged Mental Health,how-constant-pandemic-news-coverage-damaged-mental-health,Anxiety & Stress,Examine how the COVID-19 information environment worsened anxiety and depression and what research reveals about news consumption and psychological harm.,
2c13c305-930a-4a0f-80ad-7ec3e314e704,Dialectical Behaviour Therapy,interpersonal-therapy-ipt-healing-through-relationship-patterns,"Therapy, Treatment & Mental Health Navigation",RETITLE,Interpersonal Therapy: Treating Depression Through Relationships,interpersonal-therapy-treating-depression-through-relationships,Therapy & Treatment,"Explore how Interpersonal Therapy targets grief, role disputes, and life transitions to break the cycle between relationship problems and depression.",
2c5eeccb-07e5-4534-ac08-fd56b78dd7b0,How to Reconnect With What Matters,helping-children-develop-healthy-body-image,"Self-Worth, Confidence & Identity",RETITLE,Helping Children Develop a Healthy Body Image,helping-children-develop-a-healthy-body-image,Children & Adolescents,"Learn how body image forms in childhood, what parents can do to model body acceptance, and warning signs that a child may need professional support.",
2c630898-f09f-4700-bf94-0ed11beb112b,"War, Conflict, and Mental Health",community-based-mental-health-non-western-models-center-collective,"Cultural Perspectives, Inclusion & Global Wellness",RETITLE,Ubuntu and Community-Based Mental Health Models Around the World,ubuntu-and-community-based-mental-health-models-around-the-world,Global & Cultural Mental Health,Discover how Ubuntu philosophy and task-shifting community health workers create collective approaches to mental health care beyond Western clinical models.,
2c67d2d7-f0e3-421a-a47e-4d2a670e3d57,Authoritative vs Authoritarian Parenting,parentification-when-children-become-caregivers-too-soon,Relationships & Communication,RETITLE,Parentification: When Children Take On Adult Caretaking Roles,parentification-when-children-take-on-adult-caretaking-roles,Children & Adolescents,"Understand what parentification is, how role reversal in families affects child development, and the adult patterns that emerge from growing up too fast.",
2c6fcadb-e31a-490a-aa71-dfcbaadd37ad,How Loss Changes Relationships,depression-toolkit-daily-practices-research-supports,"Depression, Grief & Loss",RETITLE,Depression Toolkit: Evidence-Based Daily Practices That Help,depression-toolkit-evidence-based-daily-practices-that-help,Depression & Mood,"A research-backed guide to daily practices — exercise, sleep, and more — that reduce depression symptoms and support recovery alongside professional treatment.",
2c7dd3e1-a97c-40d5-a33d-13d5f8fd3322,When Work Becomes Your Identity,setting-boundaries-with-boss-scripts,"Work, Productivity & Burnout",RETITLE,Setting Limits with Your Boss: Scripts for Hard Conversations,setting-limits-with-your-boss-scripts-for-hard-conversations,Workplace & Academic,"Practical scripts and guidance for setting workplace boundaries with a manager, helping you protect your wellbeing without risking your career.",
2cbe1c72-8d83-447d-b5f5-70d36781ad1e,Mental Health Advocacy,family-role-mental-health-recovery-boundaries-support-self-care,"Therapy, Treatment & Mental Health Navigation",RETITLE,How Families Can Support Mental Health Recovery Without Burning Out,how-families-can-support-mental-health-recovery-without-burning-out,Relationships & Social Health,"Research-backed guidance for families supporting a loved one's mental health recovery, including communication strategies and how to set sustainable boundaries.",
2d5beace-df95-4c37-b9dd-d74c1d555963,The Psychology of Perfectionism,male-body-image-issues-overlooked-crisis,"Self-Worth, Confidence & Identity",RETITLE,Male Body Image Issues and Muscle Dysmorphia,male-body-image-issues-and-muscle-dysmorphia,Eating & Body,"Explore the under-discussed reality of male body dissatisfaction, the drive for muscularity, and the signs of muscle dysmorphia in men and teen boys.",
2f159eb0-7b38-4f27-a4dd-41b84f1976ff,Urban vs Rural Mental Health,mental-health-multiracial-multicultural-navigating-multiple-identities,"Cultural Perspectives, Inclusion & Global Wellness",RETITLE,Mental Health Challenges of Navigating Multiracial and Multicultural Identity,mental-health-challenges-of-navigating-multiracial-and-multicultural-identity,Global & Cultural Mental Health,"Understand the unique mental health pressures facing multiracial and multicultural individuals, from identity questioning to belonging, and paths toward resilience.",
2f47ca72-770d-45a7-a4b0-31167e8b8bf6,What Confidence Actually Is,self-compassion-break-3-minute-practice,"Self-Worth, Confidence & Identity",RETITLE,The Self-Compassion Break: A Three-Minute Practice for Hard Moments,the-self-compassion-break-a-three-minute-practice-for-hard-moments,Self-Esteem & Identity,"Learn Dr. Kristin Neff's Self-Compassion Break, a three-step practice that engages mindfulness and self-kindness during moments of pain, failure, or overwhelm.",
311ad28e-8efe-4ae6-a1ee-88d978741207,The 12 Modifiable Risk Factors for Dementia,grief-bereavement-and-complicated-mourning-in-later-life,"Aging, Dementia & Late-Life Mental Health",RETITLE,"Grief and Bereavement in Later Life: Loss, Mourning, and Moving Forward",grief-and-bereavement-in-later-life-loss-mourning-and-moving-forward,Life Transitions & Crises,"Explore the unique terrain of late-life grief, including widowhood, cumulative loss, complicated mourning, and how older adults can navigate profound bereavement.",
314262cc-17c0-4daf-8803-9bd75718fe18,Gender and Loneliness,men-and-meditation-overcoming-the-perception-that-mindfulness-is-soft,Men's Mental Health,RETITLE,Men and Meditation: Overcoming the Stigma That Mindfulness Is Soft,men-and-meditation-overcoming-the-stigma-that-mindfulness-is-soft,Self-Esteem & Identity,"Examine why men resist meditation, how masculine framing around performance and discipline can unlock its benefits, and what the research shows about men who practice.",
31722128-9ffd-45f3-bcf3-12cbe736c84c,The Science of Meaning,the-emotional-stages-of-a-chronic-illness-diagnosis,"Chronic Illness, Pain & Medical Psychology",RETITLE,The Emotional Stages After a Chronic Illness Diagnosis,the-emotional-stages-after-a-chronic-illness-diagnosis,Life Transitions & Crises,"Understand the grief, anger, identity disruption, and adaptation that commonly follow a chronic illness diagnosis and how emotional responses shape health outcomes.",
321c3c8c-ef9f-45e4-ac5c-1090bd79fbce,The Role of Gratitude in Self-Worth,body-language-confidence-psychology,"Self-Worth, Confidence & Identity",RETITLE,How Body Language and Posture Influence Confidence and Mood,how-body-language-and-posture-influence-confidence-and-mood,Self-Esteem & Identity,"Explore embodied cognition research showing how posture and expansive body language affect self-perception, emotional states, and confident behavior.",
321ffec6-e268-4b3b-9da8-e0b8b80bfe92,Social Media and Culture,undocumented-anxious-mental-health-in-shadows,"Cultural Perspectives, Inclusion & Global Wellness",RETITLE,Mental Health Challenges Facing Undocumented Immigrants,mental-health-challenges-facing-undocumented-immigrants,Global & Cultural Mental Health,"Undocumented immigrants face elevated rates of anxiety, depression, and PTSD driven by fear of deportation, workplace exploitation, and limited access to healthcare.",
3314a3b5-0f7a-4926-95f0-e32e50429ab9,The Psychology of Willpower,self-determination-theory-three-needs,"Habits, Motivation & Behavior Change",RETITLE,Self-Determination Theory and the Three Psychological Needs,self-determination-theory-and-the-three-psychological-needs,Therapy & Treatment,"Self-determination theory explains how autonomy, competence, and relatedness drive intrinsic motivation and psychological wellbeing in people of all backgrounds.",
3329aee3-aed9-4b5a-aabe-c101f14fdaca,The Gender Pay Gap and Mental Health,men-of-color-and-mental-health-intersecting-stigmas,Men's Mental Health,RETITLE,Men of Color and Mental Health: Intersecting Stigmas,men-of-color-and-mental-health-intersecting-stigmas,Global & Cultural Mental Health,"Men of color face compounded mental health burdens from racial discrimination and masculine stigma, with Black men receiving treatment at far lower rates than White men.",
335a2556-120a-4bfa-9cee-cf80623669b0,The Science of Self-Discipline,break-procrastination-habit-root-cause,"Habits, Motivation & Behavior Change",RETITLE,Why People Procrastinate and How to Break the Cycle,why-people-procrastinate-and-how-to-break-the-cycle,Anxiety & Stress,"Procrastination is primarily an emotional regulation problem rooted in anxiety, not laziness — understanding its causes is key to breaking the cycle.",
3392583d-c8f4-45dc-8397-41d73edcc1a6,Community Mental Health,traditional-healing-evidence-based-practice-can-they-work-together,"Cultural Perspectives, Inclusion & Global Wellness",RETITLE,Traditional Healing and Evidence-Based Mental Health Practice,traditional-healing-and-evidence-based-mental-health-practice,Global & Cultural Mental Health,"Traditional healers serve as primary mental health care for billions worldwide, and research supports integrating culturally adapted approaches alongside biomedical psychiatry.",
33ea90b9-f5e1-4d73-a443-aab1f7fe7414,Love and Attachment,friendship-vulnerability-opening-up-builds-closer-bonds,"Loneliness, Social Connection & Belonging",RETITLE,How Vulnerability and Opening Up Builds Closer Friendships,how-vulnerability-and-opening-up-builds-closer-friendships,Relationships & Social Health,"Research shows that sharing personal struggles and being vulnerable with friends accelerates intimacy and creates deeper, more authentic connections.",
33f34b8b-522a-4b3b-bafb-77680da5d759,Gender and Body Pain,workplace-mental-health-programs-designed-for-male-dominated-industries,Men's Mental Health,RETITLE,Mental Health Programs Built for Male-Dominated Industries,mental-health-programs-built-for-male-dominated-industries,Workplace & Academic,"Construction, mining, and emergency service workers face high suicide and PTSD rates; peer-based mental health programs are proving more effective than traditional EAPs.",
348b7185-6761-47bd-82d8-4368738534c7,Family Estrangement,co-parenting-after-divorce-childrens-mental-health-first,Relationships & Communication,RETITLE,Co-Parenting After Divorce and Children's Mental Health,co-parenting-after-divorce-and-childrens-mental-health,Children & Adolescents,"Children's wellbeing after divorce depends less on the divorce itself and more on how parents manage conflict and maintain consistent, low-conflict co-parenting.",
3494d40a-d865-4832-aab1-2a93ef5f6143,Pet Loss,grief-after-suicide,"Depression, Grief & Loss",RETITLE,Grief After Losing Someone to Suicide,grief-after-losing-someone-to-suicide,Trauma & PTSD,"Grief after suicide combines traumatic loss with guilt, unanswered questions, and stigma that set it apart from other bereavements and requires specialized support.",
349694a7-11ce-4520-a146-5ec23c1441b5,The Role of Accountability,contemplation-psychology-of-i-know-i-should-but,"Habits, Motivation & Behavior Change",RETITLE,The Contemplation Stage: Understanding Ambivalence About Change,the-contemplation-stage-understanding-ambivalence-about-change,Therapy & Treatment,The contemplation stage of behavior change is defined by ambivalence — simultaneously wanting and resisting change — and can trap people in inaction for months or years.,
34a9db84-5973-460e-ad0f-0b711cdfa212,Intimacy Without Losing Yourself,codependency-helping-becomes-harmful,Relationships & Communication,RETITLE,Codependency: When Helping Others Becomes Self-Neglect,codependency-when-helping-others-becomes-self-neglect,Relationships & Social Health,"Codependency is a relational pattern where compulsively prioritizing others' needs leads to self-neglect, enabling harmful behavior, and loss of personal identity.",
34baeb58-ba11-4f27-b6fa-991a3a46c12d,Doomscrolling,productivity-paradox-technology-less-efficient,"Digital Life, Social Media & Modern Stressors",RETITLE,The Productivity Paradox: Why More Technology Means Less Done,the-productivity-paradox-why-more-technology-means-less-done,Workplace & Academic,"Adding more productivity tools often backfires — context-switching costs, notification overload, and tool management consume the time they are supposed to save.",
34f1bad2-d810-4fce-9748-c60d4d647f66,Exercise and Depression,depression-with-psychotic-features,"Depression, Grief & Loss",RETITLE,Depression with Psychotic Features: Symptoms and Treatment,depression-with-psychotic-features-symptoms-and-treatment,Depression & Mood,"Psychotic depression combines severe depressive episodes with delusions and hallucinations, affecting 15–20% of hospitalized depression patients and requiring specialized care.",
355f673a-837c-4af1-a5b2-239ba441b611,Postpartum Mental Health,dementia-family-mental-health-caring-someone-forgetting,Relationships & Communication,RETITLE,Caring for a Family Member with Dementia and Its Mental Health Impact,caring-for-a-family-member-with-dementia-and-its-mental-health-impact,Life Transitions & Crises,"Dementia caregiving creates unique mental health challenges including grief, burnout, and depression, affecting millions of unpaid family caregivers worldwide.",
357efc6f-3240-4883-afeb-b204db334264,Selective Mutism,support-accommodation,Understanding Mental Health Conditions,RETITLE,Workplace and School Accommodations for Neurodivergent People,workplace-and-school-accommodations-for-neurodivergent-people,Neurodevelopmental,"Accommodations such as flexible schedules, quiet spaces, and written instructions help neurodivergent individuals thrive at work and school by reducing environmental barriers.",
3586367e-1f4a-4822-8f66-dd417ec9a38d,Social Skills,friendship-after-conflict-repair-rebuild,"Loneliness, Social Connection & Belonging",RETITLE,How to Repair a Friendship After Conflict,how-to-repair-a-friendship-after-conflict,Relationships & Social Health,"Friendships can survive conflict and emerge stronger when both people take accountability, apologize sincerely, and communicate honestly about what went wrong.",
3625d5cb-fd98-4674-9fcd-9902b6c6cdab,Art and the Sacred,chronic-kidney-disease-and-psychological-wellbeing,"Chronic Illness, Pain & Medical Psychology",RETITLE,Chronic Kidney Disease and Psychological Wellbeing,chronic-kidney-disease-and-psychological-wellbeing,Life Transitions & Crises,"Depression affects 25–40% of people on dialysis and raises mortality risk by 50%, yet mental health care remains largely absent from nephrology treatment plans.",
37666fc9-b9cf-46be-b3a2-d6969ff0ea55,Trauma and Identity,ptsd-nightmares-why-trauma-disrupts-sleep,Trauma-Informed Education & Healing,RETITLE,PTSD Nightmares and Why Trauma Disrupts Sleep,ptsd-nightmares-and-why-trauma-disrupts-sleep,Trauma & PTSD,Up to 90% of people with PTSD experience sleep disturbances including recurrent nightmares caused by the brain's disrupted attempt to process traumatic memories during REM sleep.,
37ccf3b0-7710-4496-8cfa-f3b3fd961ddf,How to Navigate Cultural Differences in Relationships,starting-over-building-new-connections-after-loss,Relationships & Communication,RETITLE,Starting Over and Building New Connections After Heartbreak,starting-over-and-building-new-connections-after-heartbreak,Relationships & Social Health,Starting over after heartbreak means integrating lessons from past relationships to build new connections from a place of self-awareness and wholeness rather than need.,
37f47fd4-6ab2-4534-8430-2f441d5aaec0,Digital Empathy,online-dating-mental-health-rejection-ghosting,"Digital Life, Social Media & Modern Stressors",RETITLE,"Online Dating, Rejection, and Mental Health",online-dating-rejection-and-mental-health,Anxiety & Stress,"Dating apps expose users to relentless rejection, ghosting, and comparison that elevate anxiety and damage self-esteem in ways traditional dating rarely produced.",
3845c953-9037-473f-8509-79da3394e80c,The Psychology of Likes,revenge-porn-digital-exploitation-psychological-damage,"Digital Life, Social Media & Modern Stressors",RETITLE,Non-Consensual Image Sharing and Its Psychological Impact,non-consensual-image-sharing-and-its-psychological-impact,Trauma & PTSD,"Image-based sexual abuse causes severe psychological trauma, with 91% of victims experiencing significant distress and 51% reporting suicidal thoughts after exposure.",
391283f0-55fa-46cd-ba6f-b653ba136286,When Forgiveness Isn't Possible,stages-of-breakup-what-to-expect-emotionally,Relationships & Communication,RETITLE,Emotional Stages of a Breakup and What to Expect,emotional-stages-of-a-breakup-and-what-to-expect,Relationships & Social Health,"Breakup recovery moves through stages of shock, pain, anger, and acceptance in a non-linear path, and understanding this helps people navigate grief without getting stuck.",
3934b564-737f-451b-b059-bbf1c23ba40a,Defensiveness,after-the-fight-how-to-reconnect,Relationships & Communication,RETITLE,How to Reconnect with a Partner After a Fight,how-to-reconnect-with-a-partner-after-a-fight,Relationships & Social Health,How couples repair after conflict matters more than whether they fight — intentional reconnection through vulnerability and apology builds stronger relationships over time.,
3935f0d6-4154-4640-af94-77948c487e09,Online Safety,online-trolling-why-people-cruel-internet,"Digital Life, Social Media & Modern Stressors",RETITLE,The Psychology Behind Internet Trolling and Online Cruelty,the-psychology-behind-internet-trolling-and-online-cruelty,Anxiety & Stress,"Internet trolling is driven by dark personality traits and online disinhibition rather than random behavior, and understanding the psychology helps people respond more effectively.",
3a6bb203-cb6d-4b76-ae75-921791f18df4,Workplace Relationships,vacation-guilt-cant-relax,"Work, Productivity & Burnout",RETITLE,Vacation Guilt and the Difficulty of Allowing Yourself to Rest,vacation-guilt-and-the-difficulty-of-allowing-yourself-to-rest,Workplace & Academic,Vacation guilt — the anxiety and self-criticism felt during time off — stems from cultural beliefs that equate productivity with worth and make genuine rest feel forbidden.,
3a8397d1-60b2-4136-82e7-41b172ccf13a,Genetics of Alzheimer's,social-determinants-of-late-life-depression-and-anxiety,"Aging, Dementia & Late-Life Mental Health",RETITLE,How Social Determinants Drive Depression in Older Adults,how-social-determinants-drive-depression-in-older-adults,Depression & Mood,"Poverty, housing instability, and social isolation are structural barriers that cause and worsen depression and anxiety in older adults.",
3b161327-76f5-441e-9d78-cdba8600cffa,The Role of Control in Anxiety,the-role-of-exercise-in-anxiety-treatment-more-than-just-a-mood-boost,"Anxiety, Stress & Overwhelm",RETITLE,Exercise as a Neurobiological Treatment for Anxiety,exercise-as-a-neurobiological-treatment-for-anxiety,Anxiety & Stress,"Regular exercise reduces anxiety symptoms by 40–50% through neurotransmitter regulation, hippocampal neurogenesis, and HPA axis modulation.",
3b3d4ccb-91be-4437-a49d-48afeef9b0b8,Intolerance of Uncertainty,cbt-for-anxiety-how-the-gold-standard-treatment-works,"Anxiety, Stress & Overwhelm",RETITLE,How CBT Works as the Gold-Standard Anxiety Treatment,how-cbt-works-as-the-gold-standard-anxiety-treatment,Therapy & Treatment,CBT helps 60–75% of people with anxiety disorders by restructuring unhelpful thought patterns and breaking cycles of avoidance.,
3b43dfbe-bc87-4ce6-b5e7-f9f18844d06e,Technology and Sleep,technology-mental-health-tool-when-apps-ai-actually-help,"Digital Life, Social Media & Modern Stressors",RETITLE,How to Choose Evidence-Based Mental Health Apps,how-to-choose-evidence-based-mental-health-apps,Therapy & Treatment,"With over 20,000 mental health apps available, learn how to identify evidence-based digital tools and avoid ineffective or harmful options.",
3b5cb764-82b7-4592-afe8-a273bd57771a,Habit Reversal Training,midday-reset-routine-prevent-afternoon-crash,"Habits, Motivation & Behavior Change",RETITLE,A Midday Reset Routine to Prevent the Afternoon Crash,a-midday-reset-routine-to-prevent-the-afternoon-crash,Sleep & Circadian Health,"A 15-minute midday reset using movement, light exposure, and nervous system regulation counteracts the circadian afternoon slump without caffeine.",
3bb8ebe5-c37e-4a6a-a3d4-9e686bdbebdb,Trauma and Memory,trauma-and-body-unprocessed-experiences-nervous-system,Trauma-Informed Education & Healing,RETITLE,How Trauma Gets Stored in the Body and Nervous System,how-trauma-gets-stored-in-the-body-and-nervous-system,Trauma & PTSD,"Unprocessed trauma lives on in the nervous system as chronic tension, dysregulated stress responses, and physical symptoms beyond psychological distress.",
3c7e3a55-f014-47e6-ba7c-741c1ce77151,Indigenous Mental Health,mental-health-workplace-stigma,"Cultural Perspectives, Inclusion & Global Wellness",RETITLE,Mental Health Stigma in the Workplace and Its Hidden Costs,mental-health-stigma-in-the-workplace-and-its-hidden-costs,Workplace & Academic,"Workplace mental health stigma costs the US economy $193 billion annually as millions hide conditions, skip treatment, and fear career consequences.",
3ccd76f9-270b-4d9f-8337-94af353dda6c,How to Recover From Burnout,financial-stress-and-mental-health-breaking-the-worry-cycle,"Anxiety, Stress & Overwhelm",RETITLE,Financial Stress and Mental Health: Breaking the Worry Cycle,financial-stress-and-mental-health-breaking-the-worry-cycle,Anxiety & Stress,"Financial insecurity doubles depression risk and consumes cognitive bandwidth, making money stress uniquely difficult to manage without targeted strategies.",
3d1cff4c-968f-4dde-917e-03a584a1d0d3,Moral Injury,terminal-diagnosis-and-mental-health-finding-meaning-at-the-end,"Chronic Illness, Pain & Medical Psychology",RETITLE,Facing a Terminal Diagnosis: Psychology of Meaning at End of Life,facing-a-terminal-diagnosis-psychology-of-meaning-at-end-of-life,Life Transitions & Crises,"Palliative psychology research shows that grief, gratitude, fear, and the search for meaning coexist after a terminal diagnosis.",
3d204b88-62ca-4339-bdd4-2bdba68c2e73,Gender Stereotypes and Mental Health,lgbtq-plus-mens-mental-health-homophobia-minority-stress-and-resilience,Men's Mental Health,RETITLE,"LGBTQ+ Men, Minority Stress, and Mental Health Disparities",lgbtq-plus-men-minority-stress-and-mental-health-disparities,Global & Cultural Mental Health,Gay and bisexual men are two to three times more likely to experience depression and anxiety due to chronic minority stress from stigma and discrimination.,
3d25174b-88f7-47fd-ab91-ba9d641c36d7,Cultural Competence in Mental Health,mental-health-south-asian-communities,"Cultural Perspectives, Inclusion & Global Wellness",RETITLE,Mental Health Barriers in South Asian Communities,mental-health-barriers-in-south-asian-communities,Global & Cultural Mental Health,"Cultural values around family honor, emotional restraint, and academic achievement create significant barriers to mental health care in South Asian communities.",
3d3a71f4-e166-4199-8439-ed02aacca551,Flow States,chronic-illness-and-travel-managing-anxiety-about-being-far-from-medical-care,"Chronic Illness, Pain & Medical Psychology",RETITLE,Managing Travel Anxiety When Living With Chronic Illness,managing-travel-anxiety-when-living-with-chronic-illness,Anxiety & Stress,Over 50% of people with chronic illness avoid travel due to health anxiety; learn to separate legitimate medical planning from anxiety-driven avoidance.,
3d3ac175-da63-4eba-9791-3e04d850006e,Emotional Exhaustion,stress-and-memory-why-you-cant-think-clearly-under-pressure,"Anxiety, Stress & Overwhelm",RETITLE,How Stress Impairs Memory and Thinking Under Pressure,how-stress-impairs-memory-and-thinking-under-pressure,Anxiety & Stress,"Acute stress impairs recall of neutral information while chronic stress causes hippocampal atrophy, explaining why the mind goes blank under pressure.",
3d753eac-8e15-4c23-b266-e877cf73ee2f,How to Know If You Need Therapy,cognitive-behavioral-therapy-cbt-most-studied-treatment,"Therapy, Treatment & Mental Health Navigation",RETITLE,Cognitive Behavioral Therapy: The Most Studied Psychotherapy Explained,cognitive-behavioral-therapy-the-most-studied-psychotherapy-explained,Therapy & Treatment,"CBT is the most researched psychotherapy worldwide, teaching people to identify and change unhelpful thought patterns that drive emotional distress.",
3d7e88be-7e89-4133-b918-a8ce0a770ffd,Permissive Parenting,how-growing-up-with-an-addicted-parent-affects-adult-mental-health,Relationships & Communication,RETITLE,How Growing Up With an Addicted Parent Shapes Adult Mental Health,how-growing-up-with-an-addicted-parent-shapes-adult-mental-health,Substance Use & Addiction,"Adult children of addicted parents face twice the addiction risk and heightened anxiety from childhood unpredictability, parentification, and emotional neglect.",
3dac7d34-3010-4e2c-af51-298128d9deda,Psychospiritual Crisis,children-with-chronic-illness-supporting-young-patients-mental-health,"Chronic Illness, Pain & Medical Psychology",RETITLE,Supporting the Mental Health of Children With Chronic Illness,supporting-the-mental-health-of-children-with-chronic-illness,Children & Adolescents,"Children with chronic illness are two to three times more likely to develop mental health conditions, yet psychological support often goes unaddressed.",
3dcc28b3-31a5-4d5e-af47-58bcce16f99e,Narcissistic Personality Disorder,cyclothymic-disorder-chronic-mood-fluctuation-below-bipolar-threshold,Understanding Mental Health Conditions,RETITLE,Cyclothymic Disorder: Chronic Mood Swings Below the Bipolar Threshold,cyclothymic-disorder-chronic-mood-swings-below-the-bipolar-threshold,Depression & Mood,Cyclothymia involves two or more years of alternating hypomanic and depressive symptoms that don't meet full bipolar criteria but significantly disrupt life.,
3dd01f71-c471-4a5a-b979-c8476c56884f,Mindfulness and Self-Awareness,social-confidence,"Self-Worth, Confidence & Identity",RETITLE,Building Social Confidence Through Connection-Focused Skills,building-social-confidence-through-connection-focused-skills,Self-Esteem & Identity,"Social confidence is not innate charisma but a set of learnable skills — active listening, genuine curiosity, and outward focus reduce social anxiety.",
3dd52746-24b4-4cdd-85eb-de770b80ccb9,Refugee Mental Health,global-mental-health-policy-who-guidelines-treatment-gap,"Cultural Perspectives, Inclusion & Global Wellness",RETITLE,Global Mental Health Policy and the WHO Treatment Gap,global-mental-health-policy-and-the-who-treatment-gap,Global & Cultural Mental Health,"970 million people live with mental disorders globally, yet low-income countries have just 20% of resources, leaving a massive treatment gap to close.",
3edd261f-8c35-4dda-b052-a4657a94e412,Habit Tracking,willpower-isnt-answer-reduce-friction,"Habits, Motivation & Behavior Change",RETITLE,Why Willpower Fails and Reducing Friction Works Instead,why-willpower-fails-and-reducing-friction-works-instead,Self-Esteem & Identity,Self-control is an unreliable resource depleted by stress and fatigue; designing low-friction environments enables lasting behavior change without willpower.,
3f16af0f-f81f-4d81-8fe4-e3d7b6fb471c,Somatic Experiencing,emotional-numbness-after-trauma-cant-feel-anything,Trauma-Informed Education & Healing,RETITLE,Emotional Numbness After Trauma: Why Feelings Shut Down,emotional-numbness-after-trauma-why-feelings-shut-down,Trauma & PTSD,"Emotional numbness after trauma is a protective nervous system shutdown that leaves people feeling detached, empty, and disconnected from their own lives.",
3f44e47a-8f48-440e-b50d-c52b081c5513,Menopause and Mental Health,boys-dont-cry-how-childhood-messaging-shapes-adult-emotional-health,Men's Mental Health,RETITLE,How Boys Are Taught to Suppress Emotions and the Lifelong Toll,how-boys-are-taught-to-suppress-emotions-and-the-lifelong-toll,Children & Adolescents,"Boys learn emotional restriction through systematic cultural reinforcement from parents, peers, and media, with lasting consequences for adult mental health.",
3fe9b680-8d5e-4a24-92fa-4c3c5925b2b8,How to Rebuild After You've Hit Your Wall,what-is-burnout-the-three-dimensions-of-emotional-exhaustion,"Anxiety, Stress & Overwhelm",RETITLE,What Burnout Is: The Three Dimensions of Chronic Exhaustion,what-burnout-is-the-three-dimensions-of-chronic-exhaustion,Workplace & Academic,"Burnout is a syndrome with three core dimensions — emotional exhaustion, depersonalization, and reduced accomplishment — distinct from ordinary stress or depression.",
4069e2c2-3e83-4277-9241-c5a22a59151d,Exercise as Stress Medicine,interoception-and-anxiety-how-body-awareness-can-help-or-hurt,"Anxiety, Stress & Overwhelm",RETITLE,Interoception and Anxiety: When Body Awareness Helps or Hurts,interoception-and-anxiety-when-body-awareness-helps-or-hurts,Anxiety & Stress,"Interoception — the sense of the body's internal state — is altered in anxiety disorders, but targeted training can turn it into a tool for emotional regulation.",
