table,id,slug,title,category,status,image_field,url,bucket,reason
articles,b7a8c7cb-59d2-471b-860d-16ed37120162,finding-new-purpose-after-major-life-transitions-in-later-life,Finding New Purpose After Major Life Transitions in Later Life,"Aging, Dementia & Late-Life Mental Health",archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT17-054.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,1c8e12e0-3f42-4a4f-ba15-069efc00ce59,grandparent-estrangement-losing-access-to-grandchildren,Grandparent Estrangement: Losing Access to Grandchildren,"Aging, Dementia & Late-Life Mental Health",archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT17-061.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,dd0f6dd8-40bb-4253-b7f6-c5239c779c7f,later-life-divorce-gray-divorce-and-rebuilding-after-long-marriages,Later-Life Divorce: Gray Divorce and Rebuilding After Long Marriages,"Aging, Dementia & Late-Life Mental Health",archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT17-058.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,79c3b9d4-8c69-4572-bd1d-68a9737b45ee,legacy-and-generativity-leaving-something-behind-in-later-life,Legacy and Generativity: Leaving Something Behind in Later Life,"Aging, Dementia & Late-Life Mental Health",archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT17-051.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,4f7b9498-25a7-42fa-b0c4-f9efa5b75dfb,life-review-and-reminiscence-therapy-for-older-adults,Life Review and Reminiscence Therapy for Older Adults,"Aging, Dementia & Late-Life Mental Health",archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT17-059.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,d3543605-760a-4eef-a8e9-43a4fb5b52d9,outliving-your-children-grief-when-the-natural-order-is-reversed,Outliving Your Children: Grief When the Natural Order Is Reversed,"Aging, Dementia & Late-Life Mental Health",archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT17-052.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,22de245b-da29-4a4a-8cd0-24fc2d35fdc9,positive-aging-resilience-and-post-traumatic-growth-in-later-life,Positive Aging: Resilience and Post-Traumatic Growth in Later Life,"Aging, Dementia & Late-Life Mental Health",archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT17-062.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,9d8270a0-aa07-45fb-b361-746e7315d5f0,preparing-for-death-psychological-approaches-to-mortality,Preparing for Death: Psychological Approaches to Mortality,"Aging, Dementia & Late-Life Mental Health",archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT17-060.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,c4b3c80d-6ad5-4df0-940d-5edab65cf3fd,saying-goodbye-to-independence-navigating-increasing-dependence,Saying Goodbye to Independence: Navigating Increasing Dependence,"Aging, Dementia & Late-Life Mental Health",archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT17-055.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,8cd0a089-f680-4334-af90-b98c8f4f7ad4,spirituality-and-religion-in-later-life-faith-and-aging,Spirituality and Religion in Later Life: Faith and Aging,"Aging, Dementia & Late-Life Mental Health",archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT17-063.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,0a4eece0-1f5b-408c-8799-b95f0d14737d,building-self-discipline-without-self-punishment,Building Self-Discipline Without Self-Punishment,"Habits, Motivation & Behavior Change",archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT08-050.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,91ec1382-0243-4ba5-982f-9356c872a399,loneliness-immigration-building-social-life-new-country,The Loneliness of Immigration: Building a Social Life in a New Country,"Loneliness, Social Connection & Belonging",archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT15-048.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,8063aeb3-d0df-44d4-ab58-0059ab828c3f,loneliness-technology-apps-fix-connection-crisis,Loneliness and Technology: Can Apps Fix the Connection Crisis?,"Loneliness, Social Connection & Belonging",archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT15-047.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,dc1dd622-8cb0-4cc2-8628-bd8d416c7d98,overcoming-shame-loneliness-admitting-lonely-first-step,Overcoming the Shame of Loneliness: Why Admitting You're Lonely Is the First Step,"Loneliness, Social Connection & Belonging",archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT15-049.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,35c30bfb-6b57-44f9-95ae-d203365a9b22,social-connection-plan-personalized-guide-building-relationships,Your Social Connection Plan: A Personalized Guide to Building the Relationships You Need,"Loneliness, Social Connection & Belonging",archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT15-050.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,4f002443-1945-43b6-8790-ea66a4929575,antipsychotic-medications-explained-how-they-work-what-to-expect,Antipsychotic Medications Explained: How They Work and What to Expect,"Psychosis, Schizophrenia & Severe Mental Illness",archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT16-021.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,d48525df-35aa-43a1-881c-b52616ac40c1,art-music-therapy-creative-approaches-psychosis-treatment,"Art Therapy, Music Therapy, and Creative Approaches to Psychosis Treatment","Psychosis, Schizophrenia & Severe Mental Illness",archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT16-027.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,7a21ee63-a6a7-4294-b29d-b3e61ad2f8a0,bipolar-disorder-psychotic-features-when-mood-and-reality-diverge,Bipolar Disorder With Psychotic Features: When Mood and Reality Diverge,"Psychosis, Schizophrenia & Severe Mental Illness",archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT16-041.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,9ff58ee2-761b-4b14-89a6-f161c35ffcff,brain-imaging-psychosis-what-scans-reveal-about-the-mind,Brain Imaging and Psychosis: What Scans Reveal About the Mind,"Psychosis, Schizophrenia & Severe Mental Illness",archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT16-048.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,a7a1378a-61aa-411c-8f39-55be75b50edc,brief-psychotic-disorder-when-psychosis-comes-and-goes-quickly,Brief Psychotic Disorder: When Psychosis Comes and Goes Quickly,"Psychosis, Schizophrenia & Severe Mental Illness",archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT16-008.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,ddda1bfa-b384-4708-ac3e-797a30685003,building-research-participation-and-community-engagement-in-psychosis-science,Building Research Participation and Community Engagement in Psychosis Science,"Psychosis, Schizophrenia & Severe Mental Illness",archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT16-065.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,3c60203c-36a7-4cd1-b571-e56e3998969e,cannabis-and-psychosis-understanding-the-complex-relationship,Cannabis and Psychosis: Understanding the Complex Relationship,"Psychosis, Schizophrenia & Severe Mental Illness",archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT16-059.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,17ddb769-a7f3-4290-8823-c5ba26ffbd9c,caregiver-burnout-psychosis-recognizing-preventing-recovering,"Caregiver Burnout in Psychosis: Recognizing, Preventing, and Recovering","Psychosis, Schizophrenia & Severe Mental Illness",archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT16-032.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,016bafc9-2460-4005-8322-14e66a4d383b,catatonia-when-psychosis-affects-movement-and-speech,Catatonia: When Psychosis Affects Movement and Speech,"Psychosis, Schizophrenia & Severe Mental Illness",archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT16-044.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,c1fa5e4b-2512-4b1b-9697-158518d55d40,cbt-for-psychosis-how-talking-therapy-helps-manage-voices-and-beliefs,CBT for Psychosis: How Talking Therapy Helps Manage Voices and Beliefs,"Psychosis, Schizophrenia & Severe Mental Illness",archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT16-022.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,859a454d-6315-4ab4-b552-bf2ccb778420,childhood-onset-schizophrenia-rare-severe-early-psychosis,"Childhood-Onset Schizophrenia: Rare, Severe, and Early Psychosis","Psychosis, Schizophrenia & Severe Mental Illness",archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT16-045.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,e140134f-37d9-4223-a619-e4e112e5cda6,children-of-parents-with-psychosis-resilience-support-understanding,"Children of Parents With Psychosis: Resilience, Support, and Understanding","Psychosis, Schizophrenia & Severe Mental Illness",archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT16-037.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,0d570f92-a00e-4a94-b395-e187224cab54,clozapine-gold-standard-treatment-resistant-schizophrenia,Clozapine: The Gold Standard for Treatment-Resistant Schizophrenia,"Psychosis, Schizophrenia & Severe Mental Illness",archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT16-023.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,3a41aee9-b7df-4ab0-9afd-e0760926b0cf,cognitive-remediation-therapy-retraining-the-mind,Cognitive Remediation Therapy: Retraining the Mind,"Psychosis, Schizophrenia & Severe Mental Illness",archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT16-054.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,50b19aed-2fb6-4581-b6c0-835dc969125b,cognitive-symptoms-schizophrenia-memory-attention-executive-function,"Cognitive Symptoms of Schizophrenia: Memory, Attention, and Executive Function","Psychosis, Schizophrenia & Severe Mental Illness",archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT16-016.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,c915303e-cfe0-4a67-ad54-03f3f352dfd0,cultural-perspectives-on-psychosis-beyond-western-psychiatry,Cultural Perspectives on Psychosis: Beyond Western Psychiatry,"Psychosis, Schizophrenia & Severe Mental Illness",archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT16-058.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,73c597b9-0fd0-4fe7-a6b6-3cf06753bb08,delusional-disorder-when-fixed-beliefs-dont-match-reality,Delusional Disorder: When Fixed Beliefs Don't Match Reality,"Psychosis, Schizophrenia & Severe Mental Illness",archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT16-020.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,4cb38481-0e18-4ac2-af5c-0a56f46951b6,digital-mental-health-interventions-for-psychosis-apps-and-telehealth,Digital Mental Health Interventions for Psychosis: Apps and Telehealth,"Psychosis, Schizophrenia & Severe Mental Illness",archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT16-051.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,630739bd-be51-41a1-9db1-8cf0c31706d5,drug-induced-psychosis-when-substances-trigger-breaks-from-reality,Drug-Induced Psychosis: When Substances Trigger Breaks From Reality,"Psychosis, Schizophrenia & Severe Mental Illness",archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT16-006.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,55f34bda-7ea5-49f6-b235-ac38f6669cd4,early-detection-psychosis-predicting-and-preventing-first-episodes,Early Detection of Psychosis: Predicting and Preventing First Episodes,"Psychosis, Schizophrenia & Severe Mental Illness",archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT16-049.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,068728f4-0417-4f55-a9e9-a051f331a88a,early-intervention-for-psychosis-why-timing-changes-everything,Early Intervention for Psychosis: Why Timing Changes Everything,"Psychosis, Schizophrenia & Severe Mental Illness",archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT16-026.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,df36f849-6617-412d-a55b-6525f12aa06a,early-warning-signs-of-psychosis-what-families-should-watch-for,Early Warning Signs of Psychosis: What Families Should Watch For,"Psychosis, Schizophrenia & Severe Mental Illness",archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT16-003.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,bcfd32fd-edb8-4581-88f8-4eb1edd676b1,emergency-planning-psychotic-crises-family-preparedness,Emergency Planning for Psychotic Crises: A Family Preparedness Guide,"Psychosis, Schizophrenia & Severe Mental Illness",archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT16-040.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,8af11f5d-6891-40a2-9fa6-5b108a9135ea,exercise-and-physical-health-in-schizophrenia-moving-beyond-the-mind,Exercise and Physical Health in Schizophrenia: Moving Beyond the Mind,"Psychosis, Schizophrenia & Severe Mental Illness",archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT16-056.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,184ab2e4-6c83-468d-93ad-a71d295fc86b,exercise-physical-health-psychotic-conditions,Exercise and Physical Health in Psychotic Conditions,"Psychosis, Schizophrenia & Severe Mental Illness",archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT16-029.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,bd7f7aeb-d4e7-4a3e-a6ea-d2e0ac60e4e8,family-psychoeducation-how-families-can-support-recovery-from-psychosis,Family Psychoeducation: How Families Can Support Recovery From Psychosis,"Psychosis, Schizophrenia & Severe Mental Illness",archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT16-024.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,c827e820-f72d-4aeb-92f4-d56b11943fd0,financial-management-psychosis-benefits-budgeting-protection,"Financial Management and Psychosis: Benefits, Budgeting, and Financial Protection","Psychosis, Schizophrenia & Severe Mental Illness",archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT16-039.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,e8d82d27-85f7-44bc-85a0-38fa58c6d043,first-episode-psychosis-what-happens-and-what-helps,First Episode Psychosis: What Happens and What Helps,"Psychosis, Schizophrenia & Severe Mental Illness",archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT16-004.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,3370689a-84fc-4ec7-aa75-35198469d77f,genetics-of-schizophrenia-what-family-history-means-and-doesnt,The Genetics of Schizophrenia: What Family History Means and Doesn't Mean,"Psychosis, Schizophrenia & Severe Mental Illness",archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT16-015.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,56a38c4e-72ff-4353-a3ca-e2d3db0d4895,genetics-psychosis-what-research-tells-us-about-heredity-and-risk,Genetics and Psychosis: What Research Tells Us About Heredity and Risk,"Psychosis, Schizophrenia & Severe Mental Illness",archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT16-047.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,62e99b8c-63c4-46b8-b975-b08c4701cd9a,housing-independent-living-psychosis-options-support,Housing and Independent Living With Psychosis: Options and Support,"Psychosis, Schizophrenia & Severe Mental Illness",archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT16-034.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,b4e97140-665f-4405-a1a5-38f49a75d4d8,how-to-talk-to-someone-experiencing-psychosis,How to Talk to Someone Experiencing Psychosis: A Communication Guide,"Psychosis, Schizophrenia & Severe Mental Illness",archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT16-031.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,a1e23420-d82b-4610-aa0e-2197dda278e0,inflammation-and-immune-dysfunction-in-psychosis-a-paradigm-shift,Inflammation and Immune Dysfunction in Psychosis: A Paradigm Shift,"Psychosis, Schizophrenia & Severe Mental Illness",archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT16-061.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,f4c0fa83-0226-4def-901a-aaa879e9a760,living-well-with-schizophrenia-recovery-stories-evidence-based-hope,Living Well With Schizophrenia: Recovery Stories and Evidence-Based Hope,"Psychosis, Schizophrenia & Severe Mental Illness",archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT16-019.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,799c8915-1fdc-42bb-8d42-06d7dffa95ac,long-acting-injectable-antipsychotics-how-they-work-who-benefits,Long-Acting Injectable Antipsychotics: How They Work and Who Benefits,"Psychosis, Schizophrenia & Severe Mental Illness",archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT16-025.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,dfe1c6f9-a078-442f-a465-15eff13d71e3,major-depression-psychotic-features-when-despair-distorts-reality,Major Depression With Psychotic Features: When Despair Distorts Reality,"Psychosis, Schizophrenia & Severe Mental Illness",archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT16-042.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,7f9c5dbd-5fb9-4b2a-acc2-98ef12e98393,navigating-mental-health-system-psychosis-practical-guide,Navigating the Mental Health System With Psychosis: A Practical Guide,"Psychosis, Schizophrenia & Severe Mental Illness",archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT16-030.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,6c504663-f35e-4e99-9613-5b61711713d7,negative-symptoms-flat-affect-avolition-social-withdrawal,"Negative Symptoms: Understanding Flat Affect, Avolition, and Social Withdrawal","Psychosis, Schizophrenia & Severe Mental Illness",archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT16-017.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,4056744e-9131-48dd-a4a7-3174b2faab3c,neurobiology-psychosis-what-happens-in-the-brain,The Neurobiology of Psychosis: What Happens in the Brain,"Psychosis, Schizophrenia & Severe Mental Illness",archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT16-046.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,069c686b-5c76-4251-b8df-e3ce685e1ccb,neuroscience-of-psychosis-dopamine-glutamate-brain-connectivity,"The Neuroscience of Psychosis: Dopamine, Glutamate, and Brain Connectivity","Psychosis, Schizophrenia & Severe Mental Illness",archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT16-005.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,8f93bba9-e2a6-47e8-82c8-c003afdcc0dd,novel-antipsychotic-treatments-beyond-dopamine-blockers,Novel Antipsychotic Treatments: Beyond Dopamine Blockers,"Psychosis, Schizophrenia & Severe Mental Illness",archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT16-050.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,d8ee3c7b-ddb3-476a-9e55-3209336da360,oxytocin-and-social-cognition-in-schizophrenia-the-bonding-hormone,Oxytocin and Social Cognition in Schizophrenia: The Bonding Hormone,"Psychosis, Schizophrenia & Severe Mental Illness",archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT16-063.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,4188b231-1e56-4958-9c5d-798033ce3ae5,peer-support-and-lived-experience-in-psychosis-recovery,Peer Support and Lived Experience in Psychosis Recovery,"Psychosis, Schizophrenia & Severe Mental Illness",archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT16-052.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,60f3a5b4-cb60-4216-a480-705fd120af8c,positive-negative-cognitive-symptoms-of-schizophrenia,"Positive, Negative, and Cognitive Symptoms of Schizophrenia","Psychosis, Schizophrenia & Severe Mental Illness",archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT16-012.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,1d6d995b-5caa-4e12-bac3-5ac1b8232953,postpartum-psychosis-psychiatric-emergency-every-parent-should-know,Postpartum Psychosis: A Psychiatric Emergency Every Parent Should Know About,"Psychosis, Schizophrenia & Severe Mental Illness",archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT16-009.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,a7efcef5-f174-4a66-86ce-81eaa3e7e0af,psychosis-and-relationships-maintaining-connection-through-illness,Psychosis and Relationships: Maintaining Connection Through Illness,"Psychosis, Schizophrenia & Severe Mental Illness",archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT16-038.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,1117ac88-9e49-4764-b1d0-bbe4bbb6cce7,psychosis-criminal-justice-system-rights-diversion-support,"Psychosis and the Criminal Justice System: Rights, Diversion, and Support","Psychosis, Schizophrenia & Severe Mental Illness",archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT16-035.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,68d13ff7-2f9d-4691-bb2c-ef06526fc10c,psychosis-in-adolescents-early-identification-and-support,Psychosis in Adolescents: Early Identification and Support,"Psychosis, Schizophrenia & Severe Mental Illness",archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT16-010.jpeg,needs-dead,supabase object-not-found (HTTP400)
articles,cd3efb3e-ec92-47cb-81a8-957d445e53bf,psychosis-spectrum-from-brief-episodes-to-chronic-conditions,The Psychosis Spectrum: From Brief Episodes to Chronic Conditions,"Psychosis, Schizophrenia & Severe Mental Illness",archived,hero_image_url,https://ozourhqyqtpppvpbhphw.supabase.co/storage/v1/object/public/article-images/covers/CAT16-002.jpeg,needs-dead,supabase object-not-found (HTTP400)
